ID,OrderDate,SubTotal,TaxAmt
68,2012-01-24 00:00:00.000,5948.25,475.86
69,2012-01-25 00:00:00.000,91117.95,7289.436
70,2012-01-25 00:00:00.000,525.00,42.00
71,2012-01-25 00:00:00.000,2003.6835,160.2947
72,2012-01-25 00:00:00.000,26455.275,2116.422
73,2012-02-09 00:00:00.000,944.37,75.5496
74,2012-02-09 00:00:00.000,44594.55,3567.564
75,2012-02-09 00:00:00.000,62843.55,5027.484
76,2012-02-09 00:00:00.000,37843.575,3027.486
77,2012-02-09 00:00:00.000,25531.275,2042.502
78,2012-02-09 00:00:00.000,694.1655,55.5332
79,2012-02-09 00:00:00.000,125.748,10.0598
80,2012-02-09 00:00:00.000,150.7905,12.0632
81,2012-02-09 00:00:00.000,560.007,44.8006
82,2012-02-09 00:00:00.000,8847.30,707.784
83,2012-02-09 00:00:00.000,171.0765,13.6861
84,2012-02-09 00:00:00.000,20397.30,1631.784
85,2012-02-09 00:00:00.000,14628.075,1170.246
86,2012-02-09 00:00:00.000,58685.55,4694.844
87,2012-02-09 00:00:00.000,773.01,61.8408
88,2012-02-09 00:00:00.000,656.586,52.5269
89,2012-02-23 00:00:00.000,1796.0355,143.6828
90,2012-02-23 00:00:00.000,358.6275,28.6902
91,2012-02-23 00:00:00.000,34644.225,2771.538
92,2012-02-23 00:00:00.000,257.5755,20.606
93,2012-02-27 00:00:00.000,146.286,11.7029
94,2012-02-27 00:00:00.000,102.564,8.2051
95,2012-02-27 00:00:00.000,150.7905,12.0632
96,2012-02-27 00:00:00.000,13669.425,1093.554
97,2012-03-08 00:00:00.000,16393.23,1311.4584
98,2012-03-08 00:00:00.000,73377.15,5870.172
99,2012-03-08 00:00:00.000,551.88,44.1504
100,2012-03-08 00:00:00.000,6987.75,559.02
101,2012-03-08 00:00:00.000,28072.275,2245.782
102,2012-03-08 00:00:00.000,35394.975,2831.598
103,2012-03-08 00:00:00.000,3407.25,272.58
104,2012-03-08 00:00:00.000,28297.50,2263.80
105,2012-03-08 00:00:00.000,59.9445,4.7956
106,2012-03-08 00:00:00.000,332.955,26.6364
107,2012-03-08 00:00:00.000,43878.45,3510.276
108,2012-03-08 00:00:00.000,674.3835,53.9507
109,2012-03-08 00:00:00.000,31398.675,2511.894
110,2012-03-08 00:00:00.000,142.4115,11.3929
111,2012-03-08 00:00:00.000,19236.525,1538.922
112,2012-03-08 00:00:00.000,272.4435,21.7955
113,2012-03-09 00:00:00.000,1276.275,102.102
114,2012-03-09 00:00:00.000,2003.925,160.314
115,2012-03-09 00:00:00.000,50860.425,4068.834
116,2012-03-09 00:00:00.000,454.86,36.3888
117,2012-03-09 00:00:00.000,43878.45,3510.276
118,2012-03-09 00:00:00.000,7132.125,570.57
119,2012-03-09 00:00:00.000,28343.70,2267.496
120,2012-03-09 00:00:00.000,22516.725,1801.338
121,2012-03-09 00:00:00.000,34644.225,2771.538
122,2012-03-09 00:00:00.000,266.238,21.299
123,2012-03-09 00:00:00.000,143.0415,11.4433
124,2012-03-09 00:00:00.000,28199.325,2255.946
125,2012-03-09 00:00:00.000,3713.325,297.066
126,2012-03-09 00:00:00.000,63831.075,5106.486
127,2012-03-09 00:00:00.000,16340.31,1307.2248
128,2012-03-09 00:00:00.000,5711.475,456.918
129,2012-03-14 00:00:00.000,665.028,53.2022
130,2012-03-14 00:00:00.000,97.965,7.8372
131,2012-03-14 00:00:00.000,114.471,9.1577
132,2012-03-14 00:00:00.000,132.6465,10.6117
133,2012-03-28 00:00:00.000,43878.45,3510.276
134,2012-03-28 00:00:00.000,418.95,33.516
135,2012-03-28 00:00:00.000,3413.2455,273.0596
136,2012-03-28 00:00:00.000,461.79,36.9432
137,2012-04-11 00:00:00.000,722.4525,57.7962
138,2012-04-11 00:00:00.000,37.0755,2.966
139,2012-04-11 00:00:00.000,21558.075,1724.646
140,2012-04-11 00:00:00.000,351.855,28.1484
141,2012-04-11 00:00:00.000,45172.05,3613.764
142,2012-04-11 00:00:00.000,267.183,21.3746
143,2012-04-11 00:00:00.000,415.80,33.264
144,2012-04-11 00:00:00.000,40471.20,3237.696
145,2012-04-11 00:00:00.000,662.0985,52.9679
146,2012-04-11 00:00:00.000,62092.80,4967.424
147,2012-04-11 00:00:00.000,5948.25,475.86
148,2012-04-11 00:00:00.000,91117.95,7289.436
149,2012-04-11 00:00:00.000,525.00,42.00
150,2012-04-11 00:00:00.000,2003.6835,160.2947
151,2012-04-11 00:00:00.000,26455.275,2116.422
152,2012-04-11 00:00:00.000,944.37,75.5496
153,2012-05-02 00:00:00.000,6993.525,559.482
154,2012-05-02 00:00:00.000,36122.625,2889.81
155,2012-05-02 00:00:00.000,37843.575,3027.486
156,2012-05-02 00:00:00.000,25531.275,2042.502
157,2012-05-30 00:00:00.000,773.955,61.9164
158,2012-05-30 00:00:00.000,125.748,10.0598
159,2012-05-30 00:00:00.000,150.7905,12.0632
160,2012-05-30 00:00:00.000,391.545,31.3236
161,2012-05-30 00:00:00.000,8847.30,707.784
162,2012-05-30 00:00:00.000,171.0765,13.6861
163,2012-05-30 00:00:00.000,20397.30,1631.784
164,2012-05-30 00:00:00.000,14628.075,1170.246
165,2012-05-30 00:00:00.000,58685.55,4694.844
166,2012-05-30 00:00:00.000,481.887,38.551
167,2012-05-30 00:00:00.000,710.955,56.8764
168,2012-05-30 00:00:00.000,1796.0355,143.6828
169,2012-05-30 00:00:00.000,664.3035,53.1443
170,2012-05-30 00:00:00.000,34644.225,2771.538
171,2012-05-30 00:00:00.000,1581.93,126.5544
172,2012-05-30 00:00:00.000,146.286,11.7029
173,2012-06-11 00:00:00.000,102.564,8.2051
174,2012-06-11 00:00:00.000,150.7905,12.0632
175,2012-06-11 00:00:00.000,13669.425,1093.554
176,2012-06-11 00:00:00.000,13458.69,1076.6952
177,2012-06-22 00:00:00.000,101720.85,8137.668
178,2012-06-22 00:00:00.000,551.88,44.1504
179,2012-06-22 00:00:00.000,6987.75,559.02
180,2012-06-22 00:00:00.000,28072.275,2245.782
181,2012-06-22 00:00:00.000,1917.30,153.384
182,2012-06-22 00:00:00.000,4215.75,337.26
183,2012-06-22 00:00:00.000,28297.50,2263.80
184,2012-06-22 00:00:00.000,59.9445,4.7956
185,2012-06-22 00:00:00.000,1055.565,84.4452
186,2012-06-22 00:00:00.000,43878.45,3510.276
187,2012-06-22 00:00:00.000,747.81,59.8248
188,2012-06-22 00:00:00.000,20957.475,1676.598
189,2012-06-22 00:00:00.000,142.4115,11.3929
190,2012-06-22 00:00:00.000,48030.675,3842.454
191,2012-06-22 00:00:00.000,28597.023,2287.7618
192,2012-06-22 00:00:00.000,1276.275,102.102
193,2012-06-25 00:00:00.000,2003.925,160.314
194,2012-06-25 00:00:00.000,28343.70,2267.496
195,2012-06-25 00:00:00.000,454.86,36.3888
196,2012-06-25 00:00:00.000,43878.45,3510.276
197,2012-06-25 00:00:00.000,7132.125,570.57
198,2012-06-25 00:00:00.000,28343.70,2267.496
199,2012-06-25 00:00:00.000,22516.725,1801.338
200,2012-06-25 00:00:00.000,34644.225,2771.538
201,2012-07-27 00:00:00.000,532.917,42.6334
202,2012-07-27 00:00:00.000,143.0415,11.4433
203,2012-07-27 00:00:00.000,28199.325,2255.946
204,2012-07-27 00:00:00.000,3713.325,297.066
205,2012-07-27 00:00:00.000,63831.075,5106.486
206,2012-07-27 00:00:00.000,13361.04,1068.8832
207,2012-07-27 00:00:00.000,5711.475,456.918
208,2012-07-27 00:00:00.000,627.4485,50.1959
209,2012-07-31 00:00:00.000,97.965,7.8372
210,2012-07-31 00:00:00.000,114.471,9.1577
211,2012-07-31 00:00:00.000,132.6465,10.6117
212,2012-07-31 00:00:00.000,43878.45,3510.276
213,2012-08-15 00:00:00.000,418.95,33.516
214,2012-08-15 00:00:00.000,272.4435,21.7955
215,2012-08-15 00:00:00.000,461.79,36.9432
216,2012-08-15 00:00:00.000,544.7295,43.5784
217,2012-08-15 00:00:00.000,37.0755,2.966
218,2012-08-15 00:00:00.000,21558.075,1724.646
219,2012-08-15 00:00:00.000,612.108,48.9686
220,2012-08-15 00:00:00.000,65240.175,5219.214
221,2012-08-16 00:00:00.000,534.807,42.7846
222,2012-08-16 00:00:00.000,273.0735,21.8459
223,2012-08-16 00:00:00.000,40471.20,3237.696
224,2012-08-16 00:00:00.000,278.523,22.2818
225,2012-08-24 00:00:00.000,62092.80,4967.424
226,2012-08-24 00:00:00.000,5948.25,475.86
227,2012-08-24 00:00:00.000,91117.95,7289.436
228,2012-08-24 00:00:00.000,525.00,42.00
229,2012-08-24 00:00:00.000,2003.6835,160.2947
230,2012-08-24 00:00:00.000,26455.275,2116.422
231,2012-08-24 00:00:00.000,944.37,75.5496
232,2012-08-24 00:00:00.000,44594.55,3567.564
233,2012-08-28 00:00:00.000,26720.925,2137.674
234,2012-08-28 00:00:00.000,37843.575,3027.486
235,2012-08-28 00:00:00.000,25531.275,2042.502
236,2012-08-28 00:00:00.000,482.517,38.6014
237,2012-09-05 00:00:00.000,125.748,10.0598
238,2012-09-05 00:00:00.000,150.7905,12.0632
239,2012-09-05 00:00:00.000,602.028,48.1622
240,2012-09-05 00:00:00.000,8847.30,707.784
241,2012-09-21 00:00:00.000,171.0765,13.6861
242,2012-09-21 00:00:00.000,20397.30,1631.784
243,2012-09-21 00:00:00.000,14628.075,1170.246
244,2012-09-21 00:00:00.000,33350.625,2668.05
245,2012-09-21 00:00:00.000,475.6815,38.0545
246,2012-09-21 00:00:00.000,564.1965,45.1357
247,2012-09-21 00:00:00.000,1796.0355,143.6828
248,2012-09-21 00:00:00.000,665.028,53.2022
249,2012-09-21 00:00:00.000,34644.225,2771.538
250,2012-09-21 00:00:00.000,1839.5055,147.1604
251,2012-09-21 00:00:00.000,146.286,11.7029
252,2012-09-21 00:00:00.000,102.564,8.2051
253,2012-09-21 00:00:00.000,150.7905,12.0632
254,2012-09-21 00:00:00.000,13669.425,1093.554
255,2012-09-21 00:00:00.000,2934.54,234.7632
256,2012-09-21 00:00:00.000,50860.425,4068.834
257,2012-10-02 00:00:00.000,551.88,44.1504
258,2012-10-02 00:00:00.000,6987.75,559.02
259,2012-10-02 00:00:00.000,28072.275,2245.782
260,2012-10-02 00:00:00.000,37312.275,2984.982
261,2012-10-11 00:00:00.000,3407.25,272.58
262,2012-10-11 00:00:00.000,28297.50,2263.80
263,2012-10-11 00:00:00.000,59.9445,4.7956
264,2012-10-11 00:00:00.000,240.723,19.2578
265,2012-10-17 00:00:00.000,43878.45,3510.276
266,2012-10-17 00:00:00.000,475.209,38.0167
267,2012-10-17 00:00:00.000,5757.675,460.614
268,2012-10-17 00:00:00.000,142.4115,11.3929
269,2012-10-17 00:00:00.000,48030.675,3842.454
270,2012-10-17 00:00:00.000,22516.725,1801.338
271,2012-10-17 00:00:00.000,1276.275,102.102
272,2012-10-17 00:00:00.000,2003.925,160.314
273,2012-10-17 00:00:00.000,22516.725,1801.338
274,2012-10-17 00:00:00.000,454.86,36.3888
275,2012-10-17 00:00:00.000,43878.45,3510.276
276,2012-10-17 00:00:00.000,7132.125,570.57
277,2012-10-17 00:00:00.000,28343.70,2267.496
278,2012-10-17 00:00:00.000,22516.725,1801.338
279,2012-10-17 00:00:00.000,34644.225,2771.538
280,2012-10-17 00:00:00.000,371.2275,29.6982
281,2013-02-08 00:00:00.000,143.0415,11.4433
282,2013-02-08 00:00:00.000,28199.325,2255.946
283,2013-02-08 00:00:00.000,3713.325,297.066
284,2013-02-08 00:00:00.000,43878.45,3510.276
285,2013-02-08 00:00:00.000,2979.27,238.3416
286,2013-02-08 00:00:00.000,5711.475,456.918
287,2013-02-08 00:00:00.000,347.445,27.7956
288,2013-02-08 00:00:00.000,97.965,7.8372
289,2013-02-13 00:00:00.000,114.471,9.1577
290,2013-02-13 00:00:00.000,132.6465,10.6117
291,2013-02-13 00:00:00.000,43878.45,3510.276
292,2013-02-13 00:00:00.000,418.95,33.516
293,2013-02-13 00:00:00.000,389.655,31.1724
294,2013-02-13 00:00:00.000,461.79,36.9432
295,2013-02-13 00:00:00.000,982.4535,78.5963
296,2013-02-13 00:00:00.000,37.0755,2.966
297,2013-04-05 00:00:00.000,21558.075,1724.646
298,2013-04-05 00:00:00.000,688.8735,55.1099
299,2013-04-05 00:00:00.000,20980.575,1678.446
300,2013-04-05 00:00:00.000,372.645,29.8116
301,2013-04-12 00:00:00.000,260.4735,20.8379
302,2013-04-12 00:00:00.000,40471.20,3237.696
303,2013-04-12 00:00:00.000,414.855,33.1884
304,2013-04-12 00:00:00.000,38421.075,3073.686
305,2013-04-24 00:00:00.000,5948.25,475.86
306,2013-04-24 00:00:00.000,91117.95,7289.436
307,2013-04-24 00:00:00.000,525.00,42.00
308,2013-04-24 00:00:00.000,2003.6835,160.2947
309,2013-04-24 00:00:00.000,26455.275,2116.422
310,2013-04-24 00:00:00.000,944.37,75.5496
311,2013-04-24 00:00:00.000,6993.525,559.482
312,2013-04-24 00:00:00.000,36122.625,2889.81
313,2013-04-24 00:00:00.000,37843.575,3027.486
314,2013-04-24 00:00:00.000,25531.275,2042.502
315,2013-04-24 00:00:00.000,111.069,8.8855
316,2013-04-24 00:00:00.000,125.748,10.0598
317,2013-04-24 00:00:00.000,150.7905,12.0632
318,2013-04-24 00:00:00.000,235.9035,18.8723
319,2013-04-24 00:00:00.000,8847.30,707.784
320,2013-04-24 00:00:00.000,171.0765,13.6861
321,2013-04-25 00:00:00.000,20397.30,1631.784
322,2013-04-25 00:00:00.000,14628.075,1170.246
323,2013-04-25 00:00:00.000,25334.925,2026.794
324,2013-04-25 00:00:00.000,278.523,22.2818
325,2013-04-25 00:00:00.000,1497.51,119.8008
326,2013-04-25 00:00:00.000,1796.0355,143.6828
327,2013-04-25 00:00:00.000,738.99,59.1192
328,2013-04-25 00:00:00.000,34644.225,2771.538
329,2013-04-25 00:00:00.000,1839.5055,147.1604
330,2013-04-25 00:00:00.000,146.286,11.7029
331,2013-04-25 00:00:00.000,102.564,8.2051
332,2013-04-25 00:00:00.000,150.7905,12.0632
333,2013-04-25 00:00:00.000,13669.425,1093.554
334,2013-04-25 00:00:00.000,6444.90,515.592
335,2013-04-25 00:00:00.000,152581.275,12206.502
336,2013-04-25 00:00:00.000,551.88,44.1504
337,2013-05-09 00:00:00.000,6987.75,559.02
338,2013-05-09 00:00:00.000,28072.275,2245.782
339,2013-05-09 00:00:00.000,37312.275,2984.982
340,2013-05-09 00:00:00.000,7623.00,609.84
341,2013-05-09 00:00:00.000,28297.50,2263.80
342,2013-05-09 00:00:00.000,59.9445,4.7956
343,2013-05-09 00:00:00.000,358.155,28.6524
344,2013-05-09 00:00:00.000,43878.45,3510.276
345,2013-05-14 00:00:00.000,414.918,33.1934
346,2013-05-14 00:00:00.000,29989.575,2399.166
347,2013-05-14 00:00:00.000,142.4115,11.3929
348,2013-05-14 00:00:00.000,48030.675,3842.454
349,2013-05-22 00:00:00.000,693.5985,55.4879
350,2013-05-22 00:00:00.000,1276.275,102.102
351,2013-05-22 00:00:00.000,2003.925,160.314
352,2013-05-22 00:00:00.000,28343.70,2267.496
353,2013-05-22 00:00:00.000,454.86,36.3888
354,2013-05-22 00:00:00.000,43878.45,3510.276
355,2013-05-22 00:00:00.000,7132.125,570.57
356,2013-05-22 00:00:00.000,28343.70,2267.496
357,2013-05-22 00:00:00.000,22516.725,1801.338
358,2013-05-22 00:00:00.000,34644.225,2771.538
359,2013-05-22 00:00:00.000,117.369,9.3895
360,2013-05-22 00:00:00.000,143.0415,11.4433
361,2013-05-22 00:00:00.000,28199.325,2255.946
362,2013-05-22 00:00:00.000,3713.325,297.066
363,2013-05-22 00:00:00.000,19952.625,1596.21
364,2013-05-22 00:00:00.000,6540.66,523.2528
365,2013-05-23 00:00:00.000,5711.475,456.918
366,2013-05-23 00:00:00.000,566.0865,45.2869
367,2013-05-23 00:00:00.000,97.965,7.8372
368,2013-05-23 00:00:00.000,114.471,9.1577
369,2013-05-23 00:00:00.000,132.6465,10.6117
370,2013-05-23 00:00:00.000,43878.45,3510.276
371,2013-05-23 00:00:00.000,418.95,33.516
372,2013-05-23 00:00:00.000,240.723,19.2578
373,2013-05-23 00:00:00.000,461.79,36.9432
374,2013-05-23 00:00:00.000,253.323,20.2658
375,2013-05-23 00:00:00.000,37.0755,2.966
376,2013-05-23 00:00:00.000,21558.075,1724.646
377,2013-05-23 00:00:00.000,260.4735,20.8379
378,2013-05-23 00:00:00.000,86220.75,6897.66
379,2013-05-23 00:00:00.000,465.2865,37.2229
380,2013-05-23 00:00:00.000,428.40,34.272
381,2013-05-29 00:00:00.000,40471.20,3237.696
382,2013-05-29 00:00:00.000,272.4435,21.7955
383,2013-05-29 00:00:00.000,23671.725,1893.738
384,2013-05-29 00:00:00.000,5948.25,475.86
385,2013-05-29 00:00:00.000,91117.95,7289.436
386,2013-05-29 00:00:00.000,525.00,42.00
387,2013-05-29 00:00:00.000,2003.6835,160.2947
388,2013-05-29 00:00:00.000,26455.275,2116.422
389,2013-05-29 00:00:00.000,944.37,75.5496
390,2013-05-29 00:00:00.000,48186.60,3854.928
391,2013-05-29 00:00:00.000,26720.925,2137.674
392,2013-05-29 00:00:00.000,37843.575,3027.486
393,2013-06-11 00:00:00.000,25531.275,2042.502
394,2013-06-11 00:00:00.000,278.838,22.307
395,2013-06-11 00:00:00.000,125.748,10.0598
396,2013-06-11 00:00:00.000,150.7905,12.0632
397,2013-06-25 00:00:00.000,839.79,67.1832
398,2013-06-25 00:00:00.000,8847.30,707.784
399,2013-06-25 00:00:00.000,171.0765,13.6861
400,2013-06-25 00:00:00.000,20397.30,1631.784
401,2013-06-25 00:00:00.000,14628.075,1170.246
402,2013-06-25 00:00:00.000,33350.625,2668.05
403,2013-06-25 00:00:00.000,414.855,33.1884
404,2013-06-25 00:00:00.000,278.838,22.307
405,2013-07-12 00:00:00.000,1796.0355,143.6828
406,2013-07-12 00:00:00.000,124.362,9.949
407,2013-07-12 00:00:00.000,34644.225,2771.538
408,2013-07-12 00:00:00.000,1839.5055,147.1604
409,2013-07-22 00:00:00.000,146.286,11.7029
410,2013-07-22 00:00:00.000,102.564,8.2051
411,2013-07-22 00:00:00.000,150.7905,12.0632
412,2013-07-22 00:00:00.000,13669.425,1093.554
413,2013-07-30 00:00:00.000,9948.33,795.8664
414,2013-07-30 00:00:00.000,28343.70,2267.496
415,2013-07-30 00:00:00.000,551.88,44.1504
416,2013-07-30 00:00:00.000,6987.75,559.02
417,2013-08-04 00:00:00.000,2003.6835,160.2947
418,2013-08-04 00:00:00.000,26455.275,2116.422
419,2013-08-04 00:00:00.000,944.37,75.5496
420,2013-08-04 00:00:00.000,3401.475,272.118
421,2013-08-04 00:00:00.000,62843.55,5027.484
422,2013-08-04 00:00:00.000,37843.575,3027.486
423,2013-08-04 00:00:00.000,25531.275,2042.502
424,2013-08-04 00:00:00.000,285.3585,22.8287
425,2013-08-04 00:00:00.000,125.748,10.0598
426,2013-08-04 00:00:00.000,150.7905,12.0632
427,2013-08-04 00:00:00.000,764.19,61.1352
428,2013-08-04 00:00:00.000,8847.30,707.784
429,2013-08-04 00:00:00.000,171.0765,13.6861
430,2013-08-04 00:00:00.000,20397.30,1631.784
431,2013-08-04 00:00:00.000,14628.075,1170.246
432,2013-08-04 00:00:00.000,25334.925,2026.794
433,2013-08-05 00:00:00.000,395.955,31.6764
434,2013-08-05 00:00:00.000,285.3585,22.8287
435,2013-08-05 00:00:00.000,1796.0355,143.6828
436,2013-08-05 00:00:00.000,501.1965,40.0957
437,2013-08-05 00:00:00.000,34644.225,2771.538
438,2013-08-05 00:00:00.000,1839.5055,147.1604
439,2013-08-05 00:00:00.000,146.286,11.7029
440,2013-08-05 00:00:00.000,102.564,8.2051
441,2013-08-05 00:00:00.000,150.7905,12.0632
442,2013-08-05 00:00:00.000,13669.425,1093.554
443,2013-08-05 00:00:00.000,9637.11,770.9688
444,2013-08-05 00:00:00.000,34118.70,2729.496
445,2013-08-05 00:00:00.000,551.88,44.1504
446,2013-08-05 00:00:00.000,6987.75,559.02
447,2013-08-05 00:00:00.000,28072.275,2245.782
448,2013-08-05 00:00:00.000,37312.275,2984.982
449,2013-08-06 00:00:00.000,7623.00,609.84
450,2013-08-06 00:00:00.000,28297.50,2263.80
451,2013-08-06 00:00:00.000,59.9445,4.7956
452,2013-08-06 00:00:00.000,234.6435,18.7715
453,2013-08-06 00:00:00.000,43878.45,3510.276
454,2013-08-06 00:00:00.000,247.2435,19.7795
455,2013-08-06 00:00:00.000,49376.25,3950.10
456,2013-08-06 00:00:00.000,142.4115,11.3929
457,2013-08-06 00:00:00.000,48030.675,3842.454
458,2013-08-06 00:00:00.000,51113.748,4089.0998
459,2013-08-06 00:00:00.000,1276.275,102.102
460,2013-08-06 00:00:00.000,2003.925,160.314
461,2013-08-06 00:00:00.000,22516.725,1801.338
462,2013-08-06 00:00:00.000,454.86,36.3888
463,2013-08-06 00:00:00.000,43878.45,3510.276
464,2013-08-06 00:00:00.000,7132.125,570.57
465,2013-08-07 00:00:00.000,28343.70,2267.496
466,2013-08-07 00:00:00.000,22516.725,1801.338
467,2013-08-07 00:00:00.000,34644.225,2771.538
468,2013-08-07 00:00:00.000,694.1655,55.5332
469,2013-08-07 00:00:00.000,143.0415,11.4433
470,2013-08-07 00:00:00.000,28199.325,2255.946
471,2013-08-07 00:00:00.000,3713.325,297.066
472,2013-08-07 00:00:00.000,43878.45,3510.276
473,2013-08-07 00:00:00.000,9799.65,783.972
474,2013-08-07 00:00:00.000,5711.475,456.918
475,2013-08-07 00:00:00.000,1503.18,120.2544
476,2013-08-07 00:00:00.000,97.965,7.8372
477,2013-08-07 00:00:00.000,114.471,9.1577
478,2013-08-07 00:00:00.000,132.6465,10.6117
479,2013-08-07 00:00:00.000,43878.45,3510.276
480,2013-08-07 00:00:00.000,418.95,33.516
481,2013-08-08 00:00:00.000,566.0865,45.2869
482,2013-08-08 00:00:00.000,461.79,36.9432
483,2013-08-08 00:00:00.000,377.055,30.1644
484,2013-08-08 00:00:00.000,37.0755,2.966
485,2013-08-08 00:00:00.000,21558.075,1724.646
486,2013-08-08 00:00:00.000,507.087,40.567
487,2013-08-08 00:00:00.000,86220.75,6897.66
488,2013-08-08 00:00:00.000,696.528,55.7222
489,2013-08-08 00:00:00.000,663.453,53.0762
490,2013-08-08 00:00:00.000,40471.20,3237.696
491,2013-08-08 00:00:00.000,259.8435,20.7875
492,2013-08-08 00:00:00.000,38421.075,3073.686
493,2013-08-08 00:00:00.000,5948.25,475.86
494,2013-08-08 00:00:00.000,91117.95,7289.436
495,2013-08-08 00:00:00.000,525.00,42.00
496,2013-08-08 00:00:00.000,2003.6835,160.2947
497,2013-08-10 00:00:00.000,26455.275,2116.422
498,2013-08-10 00:00:00.000,944.37,75.5496
499,2013-08-10 00:00:00.000,51588.075,4127.046
500,2013-08-10 00:00:00.000,62843.55,5027.484
501,2013-08-10 00:00:00.000,37843.575,3027.486
502,2013-08-10 00:00:00.000,25531.275,2042.502
503,2013-08-10 00:00:00.000,402.7275,32.2182
504,2013-08-10 00:00:00.000,125.748,10.0598
505,2013-08-11 00:00:00.000,150.7905,12.0632
506,2013-08-11 00:00:00.000,465.2865,37.2229
507,2013-08-11 00:00:00.000,8847.30,707.784
508,2013-08-11 00:00:00.000,171.0765,13.6861
509,2013-08-11 00:00:00.000,20397.30,1631.784
510,2013-08-11 00:00:00.000,14628.075,1170.246
511,2013-08-11 00:00:00.000,58685.55,4694.844
512,2013-08-11 00:00:00.000,259.8435,20.7875
513,2013-08-11 00:00:00.000,402.7275,32.2182
514,2013-08-11 00:00:00.000,270.8055,21.6644
515,2013-08-11 00:00:00.000,2551.311,204.1049
516,2013-08-11 00:00:00.000,34644.225,2771.538
517,2013-08-11 00:00:00.000,1839.5055,147.1604
518,2013-08-11 00:00:00.000,146.286,11.7029
519,2013-08-11 00:00:00.000,102.564,8.2051
520,2013-08-11 00:00:00.000,150.7905,12.0632
521,2013-08-12 00:00:00.000,13669.425,1093.554
522,2013-08-12 00:00:00.000,6756.12,540.4896
523,2013-08-12 00:00:00.000,50860.425,4068.834
524,2013-08-12 00:00:00.000,551.88,44.1504
