ProductCategoryName,LineTotal
Bikes,419.458900
Components,357.161600
Bikes,1258.376700
Bikes,1749.588000
Components,178.580800
Bikes,4293.924000
Components,183.938200
Bikes,419.458900
Components,183.938200
Bikes,874.794000
Clothing,28.840400
Bikes,419.458900
Bikes,2624.382000
Bikes,838.917800
Bikes,838.917800
Bikes,419.458900
Bikes,1749.588000
Bikes,838.917800
Components,356.898000
Bikes,419.458900
Components,178.580800
Bikes,419.458900
Bikes,4293.924000
Components,183.938200
Bikes,419.458900
Bikes,874.794000
Components,356.898000
Bikes,1258.376700
Bikes,2097.294500
Bikes,838.917800
Components,183.938200
Clothing,259.563600
Bikes,1677.835600
Bikes,2146.962000
Components,713.796000
Components,367.876400
Bikes,838.917800
Accessories,80.746000
Bikes,2624.382000
Bikes,1749.588000
Components,367.876400
Bikes,1677.835600
Bikes,1749.588000
Clothing,173.042400
Bikes,838.917800
Bikes,1749.588000
Clothing,46.678500
Bikes,838.917800
Accessories,80.746000
Components,178.580800
Clothing,86.521200
Components,357.161600
Accessories,60.559500
Bikes,8159.976000
Components,818.700000
Bikes,6074.982000
Bikes,8159.976000
Components,1429.408600
Components,1445.189800
Bikes,4079.988000
Components,809.760000
Clothing,22.800000
Bikes,874.794000
Clothing,5.186500
Bikes,419.458900
Bikes,419.458900
Bikes,10199.970000
Components,714.704300
Components,1637.400000
Bikes,4049.988000
Bikes,8099.976000
Components,722.594900
Bikes,4079.988000
Bikes,8159.976000
Components,809.760000
Bikes,874.794000
Bikes,838.917800
Bikes,2146.962000
Bikes,1677.835600
Components,183.938200
Components,735.752800
Bikes,419.458900
Bikes,838.917800
Clothing,144.202000
Components,178.580800
Clothing,15.559500
Bikes,1258.376700
Bikes,1258.376700
Bikes,2624.382000
Bikes,2039.994000
Bikes,2024.994000
Clothing,11.400000
Accessories,20.186500
Bikes,2039.994000
Bikes,4049.988000
Clothing,57.680800
Bikes,4079.988000
Clothing,11.400000
Clothing,86.521200
Bikes,8159.976000
Accessories,40.373000
Accessories,20.186500
Bikes,4049.988000
Clothing,20.746000
Components,1429.408600
Components,722.594900
Components,2167.784700
Components,1637.400000
Bikes,4049.988000
Clothing,28.840400
Bikes,2146.962000
Components,714.704300
Bikes,10124.970000
Bikes,4049.988000
Components,1619.520000
Bikes,10199.970000
Bikes,8159.976000
Components,714.704300
Bikes,2039.994000
Bikes,10124.970000
Components,1445.189800
Bikes,1258.376700
Bikes,838.917800
Clothing,86.521200
Bikes,1258.376700
Bikes,874.794000
Clothing,5.186500
Bikes,419.458900
Components,367.876400
Accessories,40.373000
Bikes,874.794000
Components,183.938200
Bikes,419.458900
Clothing,57.680800
Bikes,2624.382000
Bikes,2146.962000
Accessories,80.746000
Bikes,838.917800
Bikes,1258.376700
Accessories,80.746000
Bikes,419.458900
Accessories,20.186500
Bikes,2624.382000
Bikes,1749.588000
Bikes,419.458900
Accessories,40.373000
Accessories,80.746000
Components,367.876400
Components,356.898000
Components,178.580800
Bikes,2146.962000
Bikes,1749.588000
Bikes,874.794000
Clothing,115.361600
Bikes,419.458900
Clothing,20.746000
Bikes,2516.753400
Bikes,838.917800
Bikes,4293.924000
Components,919.691000
Components,919.691000
Bikes,874.794000
Components,178.580800
Bikes,1258.376700
Components,535.742400
Bikes,4373.970000
Bikes,2097.294500
Components,1070.694000
Bikes,838.917800
Bikes,874.794000
Accessories,100.932500
Bikes,419.458900
Accessories,40.373000
Bikes,5248.764000
Components,551.814600
Bikes,2516.753400
Bikes,2097.294500
Clothing,28.840400
Clothing,144.202000
Clothing,28.840400
Bikes,1677.835600
Components,367.876400
Bikes,4293.924000
Components,2141.388000
Bikes,419.458900
Bikes,12149.964000
Components,1429.408600
Components,818.700000
Clothing,11.400000
Clothing,57.680800
Bikes,14279.958000
Bikes,12239.964000
Accessories,40.373000
Components,3612.974500
Bikes,23190.651792
Components,809.760000
Bikes,24938.476108
Bikes,4079.988000
Bikes,16199.952000
Components,1429.408600
Clothing,10.373000
Bikes,4049.988000
Clothing,86.521200
Accessories,100.932500
Components,2167.784700
Clothing,57.680800
Bikes,838.917800
Bikes,874.794000
Bikes,1258.376700
Bikes,1749.588000
Components,367.876400
Bikes,838.917800
Bikes,838.917800
Components,367.876400
Clothing,115.361600
Accessories,40.373000
Clothing,28.500000
Bikes,6119.982000
Bikes,4049.988000
Bikes,8159.976000
Bikes,2024.994000
Clothing,28.840400
Accessories,20.186500
Accessories,40.373000
Bikes,2039.994000
Bikes,2039.994000
Bikes,1258.376700
Bikes,838.917800
Bikes,1258.376700
Bikes,838.917800
Clothing,57.680800
Components,735.752800
Clothing,115.361600
Bikes,1677.835600
Components,551.814600
Bikes,1749.588000
Components,367.876400
Clothing,28.840400
Bikes,838.917800
Bikes,1258.376700
Components,551.814600
Bikes,419.458900
Accessories,100.932500
Bikes,2624.382000
Bikes,874.794000
Components,535.742400
Bikes,1749.588000
Accessories,80.746000
Accessories,100.932500
Components,892.904000
Bikes,2146.962000
Clothing,63.873264
Bikes,1258.376700
Bikes,1749.588000
Bikes,1258.376700
Bikes,1258.376700
Bikes,419.458900
Components,178.580800
Components,356.898000
Bikes,4293.924000
Bikes,1749.588000
Components,367.876400
Bikes,1749.588000
Bikes,419.458900
Bikes,419.458900
Bikes,4049.988000
Bikes,4049.988000
Bikes,10199.970000
Bikes,6119.982000
Bikes,6074.982000
Clothing,57.680800
Bikes,8159.976000
Clothing,104.238750
Bikes,2024.994000
Components,367.876400
Components,356.898000
Bikes,838.917800
Bikes,419.458900
Bikes,838.917800
Clothing,10.373000
Bikes,838.917800
Components,178.580800
Components,183.938200
Components,535.742400
Bikes,2146.962000
Bikes,1258.376700
Bikes,2624.382000
Bikes,1749.588000
Bikes,838.917800
Bikes,4293.924000
Bikes,838.917800
Components,2144.112900
Accessories,80.746000
Components,2429.280000
Clothing,288.404000
Bikes,20249.940000
Bikes,10124.970000
Bikes,10199.970000
Components,2456.100000
Accessories,100.932500
Bikes,8099.976000
Clothing,173.042400
Components,722.594900
Bikes,16319.952000
Clothing,41.492000
Bikes,4049.988000
Components,2144.112900
Bikes,27055.760424
Accessories,80.746000
Bikes,8159.976000
Clothing,22.800000
Components,722.594900
Clothing,28.840400
Clothing,22.800000
Clothing,45.600000
Bikes,1749.588000
Bikes,419.458900
Components,367.876400
Bikes,419.458900
Bikes,1749.588000
Accessories,60.559500
Clothing,31.119000
Accessories,20.186500
Bikes,1749.588000
Bikes,838.917800
Bikes,2097.294500
Components,356.898000
Clothing,28.840400
Components,183.938200
Bikes,874.794000
Components,178.580800
Clothing,144.202000
Bikes,419.458900
Bikes,1258.376700
Bikes,4293.924000
Clothing,115.361600
Bikes,419.458900
Bikes,419.458900
Bikes,874.794000
Components,357.161600
Components,183.938200
Bikes,419.458900
Bikes,838.917800
Bikes,2146.962000
Bikes,1749.588000
Bikes,4373.970000
Bikes,838.917800
Components,367.876400
Bikes,838.917800
Bikes,838.917800
Components,183.938200
Bikes,2024.994000
Clothing,57.680800
Bikes,10199.970000
Bikes,4049.988000
Bikes,14279.958000
Bikes,4079.988000
Components,2167.784700
Bikes,10199.970000
Bikes,4049.988000
Components,722.594900
Components,714.704300
Bikes,16199.952000
Clothing,22.800000
Bikes,6074.982000
Components,2429.280000
Bikes,4049.988000
Clothing,11.400000
Bikes,2024.994000
Bikes,6119.982000
Bikes,6119.982000
Clothing,22.800000
Bikes,4049.988000
Bikes,6119.982000
Bikes,4049.988000
Bikes,838.917800
Clothing,86.521200
Bikes,4293.924000
Clothing,15.559500
Bikes,838.917800
Bikes,2097.294500
Components,183.938200
Accessories,40.373000
Bikes,1749.588000
Bikes,1258.376700
Bikes,1677.835600
Bikes,2624.382000
Bikes,838.917800
Bikes,419.458900
Clothing,17.100000
Bikes,4049.988000
Bikes,6074.982000
Bikes,8099.976000
Clothing,45.600000
Bikes,10124.970000
Bikes,4079.988000
Clothing,31.119000
Accessories,40.373000
Components,1445.189800
Clothing,57.680800
Clothing,115.361600
Components,714.704300
Components,714.704300
Bikes,4079.988000
Bikes,8099.976000
Components,809.760000
Bikes,4049.988000
Bikes,4079.988000
Bikes,8099.976000
Accessories,60.559500
Accessories,60.559500
Bikes,874.794000
Bikes,419.458900
Bikes,1258.376700
Bikes,1677.835600
Clothing,115.361600
Clothing,57.680800
Bikes,10199.970000
Bikes,4049.988000
Bikes,8099.976000
Bikes,4049.988000
Clothing,57.000000
Clothing,57.680800
Accessories,80.746000
Bikes,12239.964000
Bikes,10124.970000
Accessories,80.746000
Accessories,80.746000
Bikes,2039.994000
Clothing,15.559500
Bikes,5165.776980
Bikes,1258.376700
Bikes,3499.176000
Clothing,57.680800
Clothing,36.305500
Bikes,874.794000
Accessories,100.932500
Components,367.876400
Accessories,121.119000
Bikes,6440.886000
Accessories,161.492000
Bikes,1258.376700
Clothing,300.535620
Bikes,838.917800
Components,735.752800
Components,1070.694000
Bikes,1749.588000
Bikes,8747.940000
Clothing,86.521200
Bikes,3355.671200
Components,357.161600
Components,367.876400
Bikes,2936.212300
Bikes,2097.294500
Components,892.904000
Bikes,4293.924000
Bikes,2516.753400
Bikes,1258.376700
Clothing,57.680800
Bikes,419.458900
Bikes,838.917800
Components,357.161600
Bikes,419.458900
Bikes,1749.588000
Bikes,2146.962000
Components,356.898000
Bikes,1749.588000
Bikes,838.917800
Bikes,419.458900
Bikes,838.917800
Bikes,1749.588000
Bikes,8159.976000
Clothing,22.800000
Bikes,4079.988000
Bikes,4049.988000
Clothing,45.600000
Bikes,2024.994000
Bikes,6119.982000
Bikes,4049.988000
Bikes,6074.982000
Bikes,6119.982000
Bikes,6119.982000
Accessories,20.186500
Bikes,4079.988000
Bikes,2024.994000
Clothing,28.500000
Clothing,173.042400
Accessories,60.559500
Accessories,40.373000
Bikes,4049.988000
Clothing,28.840400
Bikes,4049.988000
Bikes,6119.982000
Components,818.700000
Components,3612.974500
Clothing,173.042400
Bikes,6119.982000
Bikes,4079.988000
Bikes,12149.964000
Bikes,4049.988000
Bikes,6074.982000
Accessories,40.373000
Components,714.704300
Components,714.704300
Clothing,10.373000
Components,3239.040000
Clothing,28.840400
Accessories,20.186500
Clothing,34.200000
Components,722.594900
Accessories,20.186500
Bikes,874.794000
Components,367.876400
Components,356.898000
Bikes,1677.835600
Bikes,419.458900
Bikes,874.794000
Bikes,4293.924000
Bikes,838.917800
Components,183.938200
Components,178.580800
Bikes,419.458900
Bikes,874.794000
Bikes,2097.294500
Components,367.876400
Bikes,2146.962000
Bikes,419.458900
Bikes,419.458900
Components,178.580800
Bikes,419.458900
Bikes,1749.588000
Components,367.876400
Bikes,874.794000
Bikes,838.917800
Bikes,10124.970000
Bikes,4049.988000
Clothing,111.150000
Bikes,2024.994000
Clothing,144.202000
Clothing,86.521200
Clothing,36.305500
Bikes,2039.994000
Bikes,6119.982000
Bikes,2039.994000
Bikes,6074.982000
Accessories,20.186500
Accessories,40.373000
Clothing,57.680800
Clothing,57.680800
Bikes,838.917800
Components,367.876400
Components,357.161600
Bikes,419.458900
Clothing,28.840400
Bikes,2146.962000
Bikes,2097.294500
Accessories,40.373000
Bikes,1677.835600
Accessories,20.186500
Bikes,1258.376700
Components,183.938200
Accessories,20.186500
Bikes,1677.835600
Components,178.580800
Components,183.938200
Bikes,1258.376700
Bikes,874.794000
Bikes,874.794000
Clothing,86.521200
Clothing,10.373000
Components,356.898000
Bikes,2146.962000
Clothing,57.680800
Bikes,4049.988000
Bikes,6074.982000
Components,2144.112900
Components,818.700000
Bikes,4079.988000
Bikes,6074.982000
Components,1429.408600
Components,809.760000
Clothing,11.400000
Bikes,838.917800
Bikes,1677.835600
Bikes,3499.176000
Bikes,838.917800
Bikes,4293.924000
Bikes,874.794000
Components,356.898000
Components,178.580800
Bikes,1258.376700
Bikes,419.458900
Bikes,419.458900
Bikes,2097.294500
Components,356.898000
Components,183.938200
Components,367.876400
Bikes,1749.588000
Bikes,2936.212300
Bikes,2624.382000
Components,714.323200
Bikes,2624.382000
Components,367.876400
Clothing,57.680800
Bikes,1677.835600
Clothing,10.373000
Bikes,1258.376700
Bikes,1258.376700
Accessories,100.932500
Bikes,4293.924000
Bikes,419.458900
Bikes,838.917800
Components,551.814600
Bikes,874.794000
Components,1427.592000
Clothing,57.680800
Bikes,419.458900
Clothing,86.521200
Bikes,2097.294500
Components,367.876400
Bikes,874.794000
Bikes,838.917800
Components,183.938200
Accessories,40.373000
Bikes,838.917800
Bikes,2146.962000
Accessories,20.186500
Components,178.580800
Bikes,2624.382000
Bikes,8099.976000
Bikes,4079.988000
Clothing,28.840400
Bikes,2039.994000
Bikes,4049.988000
Accessories,20.186500
Bikes,10124.970000
Bikes,8099.976000
Clothing,10.373000
Accessories,100.932500
Clothing,28.500000
Accessories,40.373000
Bikes,2024.994000
Clothing,22.800000
Bikes,2039.994000
Bikes,2024.994000
Bikes,2039.994000
Bikes,4049.988000
Bikes,10124.970000
Clothing,86.521200
Bikes,12149.964000
Accessories,40.373000
Clothing,57.680800
Bikes,6119.982000
Components,809.760000
Accessories,40.373000
Clothing,10.373000
Bikes,4079.988000
Accessories,40.373000
Components,1637.400000
Bikes,4079.988000
Clothing,173.042400
Bikes,1258.376700
Bikes,1258.376700
Bikes,4293.924000
Components,357.161600
Components,551.814600
Accessories,60.559500
Clothing,20.746000
Bikes,4373.970000
Bikes,419.458900
Bikes,1258.376700
Bikes,6123.558000
Clothing,173.042400
Components,367.876400
Bikes,838.917800
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3374.990000
Bikes,3578.270000
Bikes,3578.270000
Bikes,699.098200
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3399.990000
Bikes,3399.990000
Bikes,699.098200
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,699.098200
Bikes,3578.270000
Bikes,3578.270000
Bikes,699.098200
Bikes,3399.990000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3399.990000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,699.098200
Bikes,3578.270000
Bikes,3578.270000
Bikes,3399.990000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3374.990000
Bikes,3374.990000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3374.990000
Bikes,3399.990000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,699.098200
Bikes,3374.990000
Bikes,3578.270000
Bikes,699.098200
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3399.990000
Bikes,3578.270000
Bikes,3399.990000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3374.990000
Bikes,3578.270000
Bikes,3578.270000
Bikes,3578.270000
Bikes,699.098200
Bikes,699.098200
Bikes,3578.270000
Bikes,699.098200
Bikes,3578.270000
Bikes,699.098200
